,datetime,latitude,longitude,altitude,speed,course,address,attributes
853,2020-10-23 01:17:44,37.4750086,126.8735579,39.89999771118164,0.8786856575703621,9.759659767150879,,"{""batteryLevel"":100.0,""distance"":12.12,""totalDistance"":6.881312069E7,""motion"":true}"
855,2020-10-23 01:18:40,37.4748533,126.8735162,39.89999771118164,3.175709179444313,256.8777160644531,,"{""batteryLevel"":100.0,""distance"":17.98,""totalDistance"":6.881313938E7,""motion"":true}"
856,2020-10-23 01:19:00,37.4748533,126.8735162,39.89999771118164,3.175709179444313,256.8777160644531,,"{""batteryLevel"":100.0,""distance"":0.0,""totalDistance"":6.881313938E7,""motion"":true}"
860,2020-10-23 01:20:22,37.4750063,126.873568,39.89999771118164,2.4719753398633,343.6737060546875,,"{""batteryLevel"":100.0,""distance"":1.84,""totalDistance"":6.881316135E7,""motion"":true}"
865,2020-10-23 01:22:22,37.4750028,126.8735488,39.89999771118164,2.570546438258171,7.511822700500488,,"{""batteryLevel"":100.0,""distance"":1.22,""totalDistance"":6.88131639E7,""motion"":true}"
868,2020-10-23 01:23:22,37.4750192,126.8735614,39.89999771118164,6.037191917221069,1.084958553314209,,"{""batteryLevel"":100.0,""distance"":1.14,""totalDistance"":6.881316752E7,""motion"":true}"
873,2020-10-23 01:25:22,37.4749874,126.8735728,39.89999771118164,2.9915018309726715,345.4449157714844,,"{""batteryLevel"":100.0,""distance"":2.56,""totalDistance"":6.881317437E7,""motion"":true}"
890,2020-10-23 01:32:06,37.4750841,126.8737306,43.599998474121094,1.598383445025444,34.51515197753906,,"{""batteryLevel"":100.0,""distance"":15.71,""totalDistance"":6.881320379E7,""motion"":true}"
892,2020-10-23 01:32:48,37.474812,126.8735265,39.89999771118164,0.7977733383035659,44.0,,"{""batteryLevel"":100.0,""distance"":22.39,""totalDistance"":6.881324189E7,""motion"":true}"
900,2020-10-23 01:35:50,37.4750209,126.8735786,39.89999771118164,1.2520339957809448,15.70621109008789,,"{""batteryLevel"":100.0,""distance"":0.22,""totalDistance"":6.881326727E7,""motion"":true}"
912,2020-10-23 01:40:16,37.4752107,126.8735223,39.89999771118164,1.4354865024683474,338.0,,"{""batteryLevel"":100.0,""distance"":21.72,""totalDistance"":6.881329175E7,""motion"":true}"
918,2020-10-23 01:42:18,37.475018,126.8735785,39.89999771118164,0.5466390987571478,127.75212097167969,,"{""batteryLevel"":100.0,""distance"":0.43,""totalDistance"":6.88133173E7,""motion"":true}"
923,2020-10-23 01:44:18,37.4750169,126.8735744,39.89999771118164,1.1726292745642661,1.9427528381347656,,"{""batteryLevel"":100.0,""distance"":0.47,""totalDistance"":6.88133195E7,""motion"":true}"
927,2020-10-23 01:45:39,37.4743306,126.8732059,39.89999771118164,0.7252865132117271,263.0,,"{""batteryLevel"":100.0,""distance"":83.13,""totalDistance"":6.881340515E7,""motion"":true}"
938,2020-10-23 01:49:54,37.4748238,126.8737668,39.89999771118164,0.8119286783108711,329.20166015625,,"{""batteryLevel"":100.0,""distance"":28.82,""totalDistance"":6.881352105E7,""motion"":true}"
